Dropout (1=Yes 0=No),Study Mode,Entry Year,Displaced Student,Overall Pass Rate (%),Pass Rate Semester A (%),Pass Rate Semester B (%),Pass Rate Last Year (%),Credits Enrolled Total,Credits Passed Total,Credits Passed Normal,Credits Passed Sem A,Credits Passed Sem B,Credits Pending Grade,Lowest Year of Study,Highest Year of Study,Platform Days Logged (Total),Platform Events (Total),Platform Minutes (Total),Platform Visits (Total),Campus WiFi Days (Total),Resource Access Days (Total),Performance Bucket,Engagement Level,Credits Enrolled Band
0,1,2019,1,28.57,30.77,25,80,94.5,27,27,18,9,0,3,4,13,140,1123.1766,21,40,8,0,1,3
0,1,2021,1,100,100,100,90,66,66,66,36,30,0,1,2,41,269,3891.740067,89,115,33,3,2,2
0,1,2021,1,85,100,79.31,60,60,51,51,16.5,22.5,0,1,2,,,,,97,,3,,1
0,1,2021,0,78.57,83.33,72.22,100,63,49.5,60.18,30,19.5,0,2,4,69,926,4510.6088,109,86,48,2,3,2
0,1,2021,1,100,100,100,100,60,60,60.5,30,30,0,2,2,30,91,1925.576133,42,130,15,3,2,1
0,1,2022,1,100,100,100,,60,60,61,18,18,0,1,1,79,840,7622.075917,142,137,53,3,3,1
0,1,2019,1,71.43,100,0,100,42,30,39,30,0,0,4,4,,,,,32,,2,,1
0,1,2021,1,100,100,100,100,61.5,61.5,61.5,18,25.5,0,2,3,64,581,5597.43905,123,57,39,3,3,2
0,1,,0,,,,100,12,0,0,0,0,0,1,1,,,,,1,,,,0
0,1,2020,1,92.5,100,85,100,60,55.5,55.5,30,25.5,0,3,3,27,196,1983.327217,41,83,15,3,2,1
0,1,,1,100,100,100,,45,45,45,18,22.5,0,1,1,,,,,147,,3,,1
0,1,,0,0,,0,100,12,0,0,0,0,0,1,3,5,14,232.2722,6,,3,0,1,0
0,1,2019,0,100,100,100,100,43.5,43.5,60,31.5,12,0,4,4,52,293,4202.977983,94,16,43,3,2,1
0,0,2022,1,55,50,60,,60,33,33,15,18,0,1,1,59,390,4371.1185,98,29,38,1,2,1
0,1,2021,1,100,100,100,100,64.5,64.5,64.5,22.5,24,0,3,4,47,298,2430.808433,65,160,22,3,2,2
0,1,2020,1,33.33,45.45,20,85,63,21,21,15,6,0,2,3,12,119,861.46155,29,75,8,0,1,2
0,1,2022,1,100,100,100,,60,60,60,22.5,19.5,0,1,1,44,316,2569.139183,69,92,29,3,2,1
0,1,,1,0,0,0,,60,0,0,0,0,0,1,1,18,180,1643.8552,27,41,16,0,1,1
0,1,,1,100,100,100,100,60,60,60,30,18,0,2,2,,,,,,,3,,1
0,1,,1,100,,100,60,12,12,12,0,0,0,2,2,,,,,,,3,,0
0,1,2021,1,100,100,100,100,60,60,60,6,9,0,2,2,6,90,374.9674333,7,,4,3,1,1
0,1,2016,1,78.38,100,55.56,100,55.5,43.5,61.5,28.5,15,0,3,4,26,161,2023.035667,47,65,13,2,2,1
0,1,2021,1,88,100,77.78,65,75,66,66,34.5,31.5,0,1,2,,,,,143,,3,,2
0,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,59,475,6110.5289,130,115,42,3,2,1
0,1,2019,1,100,100,100,100,60,60,60,24,36,0,3,4,61,753,4843.196133,103,82,55,3,3,1
0,1,2017,0,100,,100,27.27272727,12,12,12,0,12,0,4,4,3,7,91.20356667,2,,1,3,1,0
0,1,,1,100,100,100,,48,48,60,24,24,0,1,1,,,,,69,,3,,1
0,1,,0,46.51,86.96,0,,64.5,30,30,30,0,0,1,1,,,,,7,,1,,2
0,1,2018,1,75.68,100,67.86,30,55.5,42,42,13.5,4.5,0,3,5,5,17,95.36438333,2,83,4,2,1,1
0,1,,1,100,100,100,,60,60,60,30,30,0,1,1,,,,,151,,3,,1
0,0,2022,1,46.15,47.06,45.45,,58.5,27,33,12,15,0,2,4,,,,,,,1,,1
0,1,2022,1,100,100,100,,60,60,60,22.5,19.5,0,1,1,88,512,6273.2507,131,22,66,3,3,1
0,1,2017,0,100,100,100,100,46.5,46.5,46.5,13.5,10.5,0,5,5,2,8,90.29076667,3,101,33,3,1,1
0,1,2020,1,76.92,60.87,100,61.36363636,58.5,45,45,21,24,0,2,3,22,138,1260.50455,28,54,11,2,2,1
0,1,2021,0,83.78,84.21,83.33,55,55.5,46.5,46.5,24,22.5,0,1,2,23,48,1148.5864,27,96,11,3,2,1
0,1,,1,0,0,0,100,24,0,0,0,0,0,1,1,,,,,168,,0,,0
0,1,2022,1,100,100,100,,54,54,54,16.5,19.5,0,1,1,82,357,5117.850167,128,66,42,3,3,1
0,1,2019,1,0,0,0,70,69,0,0,0,0,0,4,4,3,11,124.3739833,4,21,2,0,1,2
0,1,2020,1,100,100,100,100,61.5,61.5,61.5,37.5,24,0,3,4,28,171,1827.4794,41,100,9,3,2,2
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,43,239,4127.055283,70,56,23,3,2,1
0,1,2021,1,100,100,100,100,60,60,60,33,27,0,2,2,10,64,516.13935,14,96,8,3,1,1
0,1,2022,1,100,100,100,,60,60,60,12,12,0,1,1,47,886,3159.26465,76,,25,3,2,1
0,0,,1,0,0,0,62.96296296,36,0,0,0,0,0,1,4,1,5,45.58836667,1,,1,0,1,1
0,1,,0,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2022,1,100,100,100,,60,60,60,9,6,0,1,1,22,190,1280.16175,27,,19,3,2,1
0,1,2021,1,20,20,20,73.46938776,60,12,12,6,6,0,1,2,38,199,3063.54305,69,28,23,0,2,1
0,1,,0,41.18,100,0,15,51,21,21,21,0,0,1,1,,,,,124,,1,,1
0,1,2022,1,100,100,100,,60,60,61,30,30,0,1,1,41,199,2634.18945,60,134,30,3,2,1
0,1,,1,,,,,54,0,0,0,0,0,1,1,,,,,1,,,,1
0,1,,1,0,0,0,33.33333333,42,0,0,0,0,0,1,1,,,,,,,0,,1
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,59,761,4782.786533,98,115,42,3,2,1
0,1,,1,100,100,100,,60,60,60,30,30,0,1,1,,,,,163,,3,,1
0,1,2019,0,91.18,100,85,76.47058824,51,46.5,48.33,21,25.5,0,3,4,19,44,986.5158333,23,93,4,3,1,1
0,1,2020,1,77.5,85,70,75,60,46.5,46.5,25.5,21,0,2,3,43,244,3827.473333,98,131,28,2,2,1
0,1,,0,0,0,0,,60,0,0,0,0,0,1,1,,,,,,,0,,1
0,1,2021,1,100,100,100,100,60,60,61,30,30,0,2,2,30,149,2568.343967,53,154,20,3,2,1
0,1,2019,0,83.33,100,60,77.77777778,72,60,66,42,18,0,3,4,23,144,1727.98205,40,86,16,3,2,2
0,1,,1,0,0,0,,60,0,0,0,0,0,1,1,,,,,,,0,,1
0,1,2015,0,37.04,40,36.36,27.77777778,81,30,30,6,6,0,3,5,16,56,909.725,18,99,16,0,1,2
0,1,,1,100,,100,100,15,15,15,0,0,0,2,2,,,,,19,,3,,0
0,1,2022,1,100,100,100,,60,60,60,22.5,19.5,0,1,1,51,828,4206.114383,173,102,27,3,2,1
0,1,,1,100,100,100,68.75,78.75,78.75,78.75,44.25,22.5,0,1,2,,,,,12,,3,,2
0,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,66,1067,6440.68225,172,140,30,3,3,1
0,1,2022,0,100,100,100,,60,60,60,12,12,0,1,1,54,1028,3200.792667,79,,26,3,2,1
0,1,,0,60,100,0,100,30,18,18,18,0,0,2,2,,,,,45,,1,,0
0,1,,1,,,,80,12,0,0,0,0,0,1,1,2,9,19.08861667,2,,2,,1,0
0,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,35,161,2355.922317,48,127,24,3,2,1
0,1,2022,1,58.97,64.29,56,,58.5,34.5,34.5,13.5,21,0,1,3,45,379,3010.588133,83,40,36,1,2,1
1,1,2022,0,100,100,100,,60,60,60,30,30,0,1,1,23,76,1402.124667,35,,9,3,2,1
0,1,,0,100,100,100,,60,60,60,30,30,0,1,1,,,,,110,,3,,1
0,1,,1,,,,40,72,0,0,0,0,0,1,1,6,34,282.3489167,7,71,4,,1,2
0,1,2019,1,100,100,100,91.4893617,55.5,55.5,55.5,25.5,30,0,4,4,14,29,663.59065,16,130,2,3,1,1
0,1,2020,1,93.02,100,86.96,100,64.5,60,71.5,30,30,0,3,3,29,143,2043.35115,38,97,12,3,2,2
0,1,2020,1,100,100,100,100,60,60,60,12,6,0,3,3,28,128,1311.378133,41,146,24,3,2,1
1,0,,0,37.5,75,0,44.44444444,36,13.5,13.5,13.5,0,0,1,1,,,,,39,,0,,1
0,1,2021,1,100,100,100,100,60,60,60,31.5,28.5,0,2,2,48,305,3888.0904,91,132,35,3,2,1
0,1,2017,0,100,,100,85.18518519,12,12,13.5,0,12,0,4,4,20,51,779.1246167,19,,18,3,1,0
0,1,,0,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2022,0,100,100,100,,60,60,60,18,15,0,1,1,79,529,5583.185533,127,81,56,3,3,1
0,1,2020,1,100,100,100,100,60,60,60,22.5,33,0,3,3,15,88,909.0818667,20,66,10,3,1,1
0,1,,1,63.33,81.36,45.9,,60,38,47,24,14,0,1,1,,,,,69,,2,,1
0,1,2020,0,93.48,100,84.21,100,69,64.5,72,40.5,24,0,3,4,,,,,59,,3,,2
0,1,,1,100,100,100,,60,60,60,30,30,0,1,2,,,,,104,,3,,1
0,1,2019,1,73.81,78.26,68.42,48.57142857,63,46.5,46.5,27,19.5,0,2,3,29,347,2758.893133,53,100,27,2,2,2
0,1,2022,0,100,100,100,,60,60,60,30,30,0,1,1,51,317,3533.59515,82,126,33,3,2,1
1,1,2022,0,100,100,100,,60,60,60,21,21,0,1,1,72,396,4090.2745,100,123,49,3,3,1
0,1,,1,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2022,1,100,100,100,,60,60,61,18,18,0,1,1,80,1061,8117.652183,183,103,54,3,3,1
1,1,2018,1,10.34,21.43,0,0,43.5,4.5,4.5,4.5,0,0,2,3,9,32,567.9917833,10,38,5,0,1,1
1,1,2020,1,40,80,0,100,60,24,24,24,0,0,3,4,1,1,1181.724783,28,,1,0,1,1
0,1,,0,100,,100,33.33333333,10,10,10,0,0,0,1,1,,,,,1,,3,,0
0,1,2022,1,75.68,60,86.36,,55.5,42,42,13.5,28.5,0,1,2,15,89,546.3499,13,73,13,2,1,1
0,1,,1,,,,,60,0,0,0,0,0,1,1,1,5,47.60841667,1,,,,1,1
0,1,,1,0,,0,80,12,0,0,0,0,0,1,1,,,,,,,0,,0
0,1,2021,1,53.57,41.67,62.5,40,42,22.5,22.5,7.5,15,0,1,2,8,32,565.78455,14,4,6,1,1,1
0,1,,1,,,,100,48,48,48,30,18,0,2,2,,,,,,,,,1
0,1,,1,,,,,16,0,0,0,0,0,1,1,,,,,,,,,0
1,1,2010,1,0,,0,100,12,0,0,0,0,0,4,4,5,17,216.1386333,6,,3,0,1,0
0,1,2019,0,100,100,100,100,57,57,57,34.5,22.5,0,4,4,,,,,2,,3,,1
0,1,2017,1,100,,100,77.27272727,9,9,9,0,9,0,4,4,,,,,39,,3,,0
0,1,,0,100,100,100,90,36,36,36,24,0,0,1,2,,,,,29,,3,,1
1,1,2019,1,83.87,100,64.29,100,46.5,39,52.5,25.5,13.5,0,3,4,20,249,1447.740883,37,52,10,3,1,1
0,1,,0,0,,0,32.35294118,30,0,0,0,0,0,1,1,,,,,24,,0,,0
0,1,,0,100,100,100,,60,60,60,30,30,0,1,1,,,,,137,,3,,1
0,1,2018,1,100,100,100,92.5,54,54,54,31.5,22.5,0,3,4,30,165,2216.295917,41,123,22,3,2,1
0,1,2022,0,100,100,100,,60,60,60,9,6,0,1,1,22,119,1176.128617,29,11,19,3,2,1
0,1,2019,1,100,100,100,100,46.5,46.5,60,30,16.5,0,4,4,60,422,5178.29685,131,147,49,3,2,1
0,1,2020,1,100,100,100,90.90909091,60,60,73.5,30,30,0,3,3,45,305,3766.830233,79,126,31,3,2,1
0,1,2019,1,100,100,100,100,60,60,60.5,24,24,0,4,4,32,170,2174.62255,49,151,17,3,2,1
0,1,2021,0,100,100,100,100,60,60,60,6,9,0,2,2,43,394,3112.685433,84,16,30,3,2,1
0,1,2022,1,100,100,100,,60,60,60,9,6,0,1,1,4,9,225.7645833,5,,26,3,1,1
0,1,2020,1,85,100,70,100,60,51,51,30,21,0,2,3,46,407,8238.5932,143,240,28,3,2,1
1,1,2018,1,68.42,45.45,100,72.5,28.5,19.5,19.5,7.5,12,0,3,4,61,337,5019.624583,98,121,44,2,3,0
0,1,,0,68.97,100,40,50,43.5,30,34.5,21,9,0,1,2,,,,,133,,2,,1
0,1,2021,1,87.23,100,85,65,70.5,61.5,61.5,10.5,6,0,1,2,14,50,644.5162667,18,142,8,3,1,2
0,1,,1,100,,100,100,10,10,30,0,0,0,2,2,,,,,,,3,,0
0,1,2022,0,100,100,100,,60,60,60,9,12,0,1,1,81,1239,6070.04825,141,145,59,3,3,1
0,1,2021,0,100,100,100,100,60,60,60,16.5,10.5,0,2,2,15,49,781.5523167,17,,9,3,1,1
0,1,2020,0,100,100,100,100,60,60,60,25.5,25.5,0,3,3,14,37,397.47615,8,75,10,3,1,1
0,1,2020,0,100,100,100,100,60,60,60,28.5,31.5,0,3,3,48,407,4847.477333,116,76,40,3,2,1
0,1,2019,0,100,100,100,100,37.5,37.5,52.5,25.5,12,0,4,4,44,219,3507.759067,84,46,36,3,2,1
0,1,2021,1,42.86,0,75,12.5,42,18,18,0,18,0,1,1,21,111,1177.673283,27,127,18,1,2,1
0,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,33,198,2265.57035,54,117,24,3,2,1
0,1,2020,0,100,100,100,100,60,60,60.33,30,30,0,3,3,64,1432,5814.379817,130,171,52,3,3,1
0,1,2020,1,100,100,100,100,60,60,60,30,30,0,3,3,41,153,2899.094833,69,187,31,3,2,1
0,1,2022,0,100,100,100,,60,60,60,9,12,0,1,1,114,772,7839.4017,201,141,62,3,3,1
0,1,,1,100,100,100,78.33333333,28,28,28,13,0,0,1,2,,,,,44,,3,,0
0,1,2021,1,100,100,100,100,60,60,60,18,24,0,2,2,45,259,3236.81005,83,60,26,3,2,1
0,1,2021,1,100,100,100,100,60,60,63.81,31.5,28.5,0,2,2,76,445,7081.365767,135,180,48,3,3,1
0,1,2022,1,70,80,60,,60,42,42,24,18,0,1,1,55,335,4874.8061,111,108,35,2,2,1
0,1,2020,0,79.25,57.69,100,100,79.5,63,63,22.5,40.5,0,2,3,,,,,114,,2,,2
0,1,2019,0,63.33,77.14,44,100,90,57,57,40.5,16.5,0,3,4,,,,,,,2,,2
0,1,2022,1,100,100,100,,60,60,60,18,24,0,1,1,77,450,5874.52695,143,88,38,3,3,1
0,1,2017,1,75,50,100,72.72727273,24,18,18,6,12,0,4,4,,,,,101,,2,,0
0,1,2019,1,86.96,100,76.92,100,69,60,60,30,30,0,4,4,15,58,853.94875,24,87,7,3,1,2
0,1,,1,100,,100,100,20,20,20,0,0,0,1,1,,,,,,,3,,0
1,1,2021,1,18.42,43.75,0,67.5,57,10.5,10.5,10.5,0,0,1,2,24,624,1666.061833,42,58,20,0,2,1
0,1,2020,0,100,100,100,100,64.5,64.5,64.5,30,34.5,0,3,4,24,211,2054.661967,45,113,18,3,2,2
0,1,2022,1,22.86,0,40,,52.5,12,12,0,12,0,1,2,,,,,,,0,,1
0,1,,0,100,,100,,60,60,60,0,0,0,1,1,,,,,12,,3,,1
1,1,,1,42.86,,42.86,56.98924731,21,9,18,0,9,0,2,2,,,,,64,,1,,0
0,1,2019,1,100,100,100,100,60,60,60,30,30,0,4,4,66,305,4326.319583,102,154,38,3,3,1
0,1,2019,1,100,100,100,100,61.5,61.5,61.5,30,31.5,0,3,3,47,497,4039.327433,99,134,34,3,2,2
0,1,2020,1,100,100,100,100,60,60,60,28.5,31.5,0,3,3,45,283,5076.27315,103,76,38,3,2,1
0,0,2014,1,78.95,100,50,100,28.5,22.5,22.5,16.5,6,0,3,4,33,143,1544.974917,45,,22,2,2,0
0,1,2018,1,100,,100,78.57142857,9,9,9,0,9,0,4,4,3,15,215.0189833,3,14,2,3,1,0
0,1,2022,0,100,100,100,,60,60,60,30,30,0,1,1,40,324,4207.979717,75,109,38,3,2,1
0,1,2019,1,100,100,100,89.74358974,67,67,85,49,18,0,3,4,,,,,232,,3,,2
0,1,2019,1,93.02,100,91.18,63.63636364,64.5,60,60,13.5,4.5,0,3,5,,,,,,,3,,2
0,0,2015,0,21.43,0,24,19.35483871,42,9,9,0,0,0,4,5,24,241,1359.643767,32,38,20,0,2,1
0,1,2018,0,100,100,100,100,64.5,64.5,64.5,24,40.5,0,3,4,18,111,1533.766017,37,106,13,3,1,2
0,1,2020,0,100,100,100,100,60,60,60,42,13.5,0,3,3,18,43,962.5574167,22,104,13,3,1,1
0,1,,0,100,,100,50,12,12,12,0,0,0,2,2,,,,,,,3,,0
0,1,,0,80,90,73.75,,65,52,60,22.5,29.5,0,1,1,,,,,95,,2,,2
0,1,2019,0,100,100,100,100,60,60,60,30,30,0,4,4,49,299,3851.03145,83,98,35,3,2,1
0,1,2020,1,100,100,100,100,67.5,67.5,67.5,34.5,33,0,3,4,,,,,2,,3,,2
0,1,2016,1,100,100,100,70.90909091,19.5,19.5,19.5,4.5,6,0,5,5,40,340,3063.21905,66,37,29,3,2,0
0,1,2022,1,50,80,20,,60,30,30,24,6,0,1,1,,,,,155,,1,,1
1,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,20,106,1228.772283,26,185,12,3,1,1
0,1,2019,0,100,100,100,100,63,63,63,25.5,33,0,3,3,29,259,2640.755733,56,119,25,3,2,2
0,1,2019,1,60.47,69.23,47.06,58.69565217,64.5,39,39,27,12,0,3,4,46,733,4987.872467,93,10,30,2,2,2
0,1,2021,1,100,100,100,100,60,60,60,28.5,31.5,0,2,2,55,368,3863.808983,92,91,32,3,2,1
0,1,2020,1,15,17.65,13.04,33.33333333,60,9,9,4.5,4.5,0,1,2,28,257,2583.490117,50,40,21,0,2,1
0,1,2019,0,100,100,100,100,60,60,60,33,27,0,3,4,3,7,135.8661167,3,88,19,3,1,1
1,1,2022,1,27.5,40,15,,60,16.5,16.5,12,4.5,0,1,1,,,,,156,,0,,1
1,1,2014,1,0,,0,85.18518519,10.5,0,0,0,0,0,5,5,1,1,66.92836667,2,,1,0,1,0
0,1,2021,0,100,100,100,100,60,60,60,30,30,0,2,2,47,255,3524.8112,86,190,35,3,2,1
0,1,2018,1,5.45,12,0,69.23076923,82.5,4.5,4.5,4.5,0,0,1,2,5,28,260.31875,9,13,1,0,1,2
0,1,2020,1,91.89,84.21,100,75,55.5,51,51,24,27,0,2,3,57,509,5228.616083,114,107,51,3,2,1
0,1,2022,0,100,100,100,,60,60,60,18,24,0,1,1,80,876,6793.057617,175,138,47,3,3,1
0,1,2018,0,74.36,85,63.16,26.66666667,58.5,43.5,43.5,25.5,18,0,2,4,26,762,2531.43425,49,32,21,2,2,1
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,26,120,1748.6584,44,125,20,3,2,1
0,1,2020,1,92.5,85,100,100,60,55.5,55.5,25.5,30,0,3,3,41,281,4756.399,93,152,30,3,2,1
0,1,2022,0,81.25,70,100,,48,39,39,21,18,0,1,1,3,20,149.8652167,3,61,3,3,1,1
0,1,,1,,,,,70.5,0,0,0,0,0,1,1,,,,,,,,,2
0,1,2019,1,92.59,86.67,100,60,81,75,75,39,36,0,3,4,27,169,1910.473983,43,112,24,3,2,2
0,1,,1,100,100,100,,60,60,60,28.5,31.5,0,1,1,,,,,172,,3,,1
0,1,,0,54.55,100,0,100,33,18,18,18,0,0,2,2,,,,,89,,1,,1
0,1,,1,,,,100,12,0,0,0,0,0,1,1,,,,,,,,,0
0,1,2022,1,85,70,100,,60,51,51,21,30,0,1,1,,,,,118,,3,,1
0,1,2021,1,100,100,100,53.33333333,64,64,64,16.5,11.5,0,1,2,57,206,2646.509117,61,130,51,3,2,2
0,1,2021,1,61.11,56,72.73,55,54,33,33,21,12,0,3,4,107,1803,16417.46705,308,75,60,2,3,1
0,1,,1,0,,0,0,12,0,0,0,0,0,1,1,,,,,,,0,,0
0,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,55,333,4007.747967,94,155,33,3,2,1
0,1,2020,1,100,100,100,100,60,60,60,25.5,25.5,0,3,3,40,135,2008.813917,50,146,24,3,2,1
0,1,2022,0,100,100,100,,60,60,60,30,30,0,1,1,29,165,1958.809583,45,123,19,3,2,1
0,1,2022,0,100,100,100,,60,60,60,9,6,0,1,1,18,176,932.188,26,126,7,3,1,1
0,1,,1,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2019,0,100,100,100,100,60,60,60,9,9,0,4,4,12,31,570.7978333,14,167,3,3,1,1
0,1,2021,1,100,100,100,100,60,60,60,33,27,0,2,2,28,136,2025.632067,46,100,18,3,2,1
0,1,2021,1,75,37.5,100,75,60,45,45,9,27,0,1,2,35,236,3474.273683,69,122,21,2,2,1
0,1,2020,0,100,100,100,100,60,60,60,25.5,30,0,3,3,31,139,1896.657767,45,,25,3,2,1
0,1,2020,0,91.89,100,82.35,100,55.5,51,51,30,21,0,3,3,59,429,5954.386667,122,110,23,3,2,1
0,1,2016,0,45.1,15.38,76,72.5,76.5,34.5,34.5,6,28.5,0,3,4,8,64,700.0858333,15,43,8,1,1,2
0,1,2021,0,85.71,100,75,100,63,54,54,27,27,0,2,3,24,104,1671.9426,36,131,15,3,2,2
0,1,2021,1,100,100,100,100,60,60,60,6,9,0,2,2,4,18,194.93605,4,17,2,3,1,1
0,1,,0,100,100,100,,60,60,60,33,27,0,1,1,,,,,121,,3,,1
0,1,2020,1,0,0,0,100,60,0,0,0,0,60,3,3,,,,,23,,0,,1
0,1,2021,1,9.3,26.67,0,70,64.5,6,6,6,0,0,1,2,,,,,86,,0,,2
0,1,2021,1,100,100,100,100,60,60,60,21,21,0,2,2,49,315,3192.148567,69,128,30,3,2,1
0,1,2017,1,54.55,63.64,45.45,47.82608696,66,36,37.5,21,15,0,2,4,,,,,55,,1,,2
0,1,2019,1,100,100,100,100,60,60,60,30,30,0,4,4,,,,,,,3,,1
0,1,2018,1,25,37.5,0,69.6969697,36,9,14.5,9,0,0,4,4,35,485,2438.70765,67,,19,0,2,1
0,1,2022,1,70,80,60,,60,42,42,24,18,0,1,1,30,253,2146.953183,66,,22,2,2,1
0,1,,1,70,100,35.71,,60,42,42,32,10,0,1,1,,,,,176,,2,,1
0,1,2020,0,100,100,100,100,60,60,62.5,12,6,0,3,3,42,257,2604.311033,61,140,30,3,2,1
0,1,,1,100,100,100,,60,60,60,30,30,0,1,1,,,,,129,,3,,1
0,1,2022,0,70,100,40,,60,42,42,30,12,0,1,1,16,57,975.9316667,23,87,7,2,1,1
0,1,,0,100,100,100,100,60,60,60,30,0,0,2,2,,,,,1,,3,,1
0,1,2020,1,57.5,50,65,72.5,60,34.5,34.5,15,19.5,0,2,3,48,361,3294.274333,84,120,27,1,2,1
0,1,,0,100,100,100,100,60,60,60,33,13.5,0,2,2,,,,,65,,3,,1
0,1,2019,1,70,100,40,100,60,42,60,30,12,0,4,4,78,291,6675.765917,130,116,45,2,3,1
0,1,2021,1,100,100,100,100,60,60,60,6,9,0,2,2,5,23,324.6785167,8,,3,3,1,1
0,1,2021,1,100,100,100,100,60,60,60,21,21,0,2,2,39,185,2450.329667,61,114,19,3,2,1
0,1,2020,1,19.15,45,0,59.375,70.5,13.5,13.5,13.5,0,0,1,2,28,257,1562.903917,40,42,25,0,2,2
0,1,2020,1,85,100,66.67,100,60,51,51,33,18,0,3,3,,,,,63,,3,,1
0,1,2021,0,80,100,71.43,100,60,48,48,18,30,0,3,4,29,179,2533.8502,61,121,20,2,2,1
0,1,2019,1,34.09,100,12.12,76.37795276,66,22.5,22.5,16.5,6,0,2,3,,,,,179,,0,,2
0,1,2020,1,68.29,59.09,78.95,62.22222222,61.5,42,42,19.5,22.5,0,2,3,17,83,1069.030067,27,134,9,2,1,2
0,1,,0,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,,0,100,100,100,,60,60,60,30,30,0,1,1,,,,,91,,3,,1
1,1,,0,0,,0,75,15,0,0,0,0,0,2,2,,,,,,,0,,0
0,1,2019,1,85.37,100,82.35,76.19047619,61.5,52.5,52.5,10.5,9,0,3,4,50,205,1260.118017,25,136,36,3,2,2
1,0,2019,1,31.82,38.46,22.22,90,66,21,21,15,6,0,3,4,8,21,325.55705,9,59,5,0,1,2
0,1,,1,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2020,1,90,100,80,100,60,54,54,30,24,0,3,3,23,112,1556.46175,39,93,20,3,2,1
0,1,2019,0,91.3,87.5,100,100,69,63,63,42,21,0,3,3,5,34,230.9782333,6,65,3,3,1,2
0,1,2022,0,100,100,100,,60,60,60,9,6,0,1,1,65,431,3609.451333,79,3,46,3,3,1
0,1,2016,1,31.03,0,60,44.82758621,43.5,13.5,13.5,0,13.5,0,3,4,14,66,1044.8147,20,107,12,0,1,1
0,1,2022,1,90.63,100,84.21,,48,43.5,43.5,19.5,24,0,1,3,43,326,3405.886883,99,149,34,3,2,1
0,1,2021,0,52.5,71.43,42.31,40.90909091,60,31.5,31.5,15,7.5,0,1,3,24,128,1431.711683,33,9,17,1,2,1
0,1,2016,1,100,,100,0,12,12,12,0,12,0,4,4,14,22,590.35605,15,203,,3,1,0
1,1,2020,1,77.5,100,47.06,100,60,46.5,64.5,34.5,12,0,4,4,24,155,1396.0275,39,74,20,2,2,1
0,1,,0,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,,0,,,,80,15,0,0,0,0,0,1,1,,,,,,,,,0
0,1,2019,1,43.75,50,33.33,90.90909091,48,21,39,15,6,0,2,4,,,,,6,,1,,1
0,1,,1,96.77,100,93.75,,62,60,60,30,30,0,1,1,,,,,101,,3,,2
0,1,2022,1,90,100,80,,60,54,54,30,24,0,1,1,,,,,136,,3,,1
0,1,2020,1,100,100,100,100,63,63,63,25.5,37.5,0,3,3,77,823,4994.3674,165,135,29,3,3,2
0,1,2018,0,82.61,100,65.22,85,69,57,57,34.5,22.5,0,3,4,48,274,3044.864033,75,107,37,3,2,2
0,1,2019,1,100,100,100,100,60,60,60,30,30,0,4,4,52,328,3932.5071,90,71,36,3,2,1
0,1,2022,1,100,100,100,,63,63,63,22.5,22.5,0,1,2,,,,,117,,3,,2
0,1,2022,1,53.33,100,45.1,,60,32,32,9,5,0,1,1,,,,,,,1,,1
0,1,,0,77.5,100,50,100,60,46.5,60,33,0,0,2,2,,,,,51,,2,,1
0,1,2020,0,65.85,83.33,52.17,80.95238095,61.5,40.5,40.5,22.5,18,0,2,3,32,331,2266.0109,56,47,21,2,2,2
0,1,,0,100,100,100,,52,52,60,20,20,0,1,1,,,,,82,,3,,1
0,1,2022,1,80.65,100,73.91,,46.5,37.5,37.5,12,7.5,0,1,1,76,508,5415.2266,116,10,67,3,3,1
0,1,2022,0,85,100,78.57,,60,51,51,18,15,0,1,1,32,149,1959.32055,54,66,20,3,2,1
0,1,2019,1,37.14,41.18,33.33,55,52.5,19.5,19.5,10.5,9,0,3,4,12,137,1018.217033,21,278,9,0,1,1
0,1,2022,0,100,100,100,,60,60,60,9,12,0,1,1,69,373,4505.198033,101,65,61,3,3,1
0,1,2021,1,100,100,100,100,60,60,60,31.5,28.5,0,2,2,31,158,2405.588317,60,133,27,3,2,1
0,1,2018,0,63.64,66.67,60,90,66,42,42,24,18,0,2,4,42,1074,4158.369667,93,147,28,2,2,2
0,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,59,342,4964.8745,102,167,29,3,2,1
